"","colMeans.random_QALYs..na.rm...TRUE."
"X604",0.169475444538527
"X605",0.167815989847716
"X606",0.16837563559322
"X607",0.1670400084674
"X608",0.167583262711864
"X609",0.167306846999155
"X610",0.167249577345731
"X611",0.167408840947547
"X612",0.166222904318374
"X613",0.170190627650551
"X614",0.167259598976109
"X615",0.165508255715495
"X616",0.169298646362098
"X617",0.167769247038917
"X618",0.167205508474576
"X619",0.168642493638677
"X620",0.164745971162002
"X621",0.168599872773537
"X622",0.166933164128596
"X623",0.168411427357689
"X624",0.17060063559322
"X625",0.16776565143824
"X626",0.170062923728814
"X627",0.166727984758679
"X628",0.167735194585448
"X629",0.166833403895004
"X630",0.167022881355932
"X631",0.167606748726655
"X632",0.167167869269949
"X633",0.166860617597293
"X634",0.168277495769882
"X635",0.168460067969414
"X636",0.167446474086661
"X637",0.16955567315834
"X638",0.166872028862479
"X639",0.16892866215072
"X640",0.167959075487701
"X641",0.164964618644068
"X642",0.170373730964467
"X643",0.166657336726039
"X644",0.166482627118644
"X645",0.16645656779661
"X646",0.170314618644068
"X647",0.168175338409475
"X648",0.167462680237489
"X649",0.167596822033898
"X650",0.169065789473684
"X651",0.168596446700508
"X652",0.169049110922947
"X653",0.168821731748727
"X654",0.168217400508044
"X655",0.16674574829932
"X656",0.168393945808637
"X657",0.167250211864407
"X658",0.169363367174281
"X659",0.167099152542373
"X660",0.167941525423729
"X661",0.167236252115059
"X662",0.166989222316145
"X663",0.168299957662997
"X664",0.167396010186757
"X665",0.168702794242168
"X666",0.166868532654792
"X667",0.167055225148683
"X668",0.16856960950764
"X669",0.168008686440678
"X670",0.169885055038103
"X671",0.166498515691264
"X672",0.170743649449619
"X673",0.165462351945854
"X674",0.168962468193384
"X675",0.168484056122449
"X676",0.167081852791878
"X677",0.166704872881356
"X678",0.170212108382726
"X679",0.168254664970314
"X680",0.168821882951654
"X681",0.16815288379983
"X682",0.165855752961083
"X683",0.1686125
"X684",0.168151354784081
"X685",0.166559745762712
"X686",0.16762171331637
"X687",0.170487711864407
"X688",0.168242597292724
"X689",0.167309010152284
"X690",0.168075571549534
"X691",0.169473070398643
"X692",0.166451694915254
"X693",0.168498938879457
"X694",0.168193596268024
"X695",0.167429508890771
"X696",0.167035351397121
"X697",0.169462774957699
"X698",0.168534139100933
"X699",0.166154953429297
"X700",0.167354572396274
"X701",0.16633495350803
"X702",0.170054449152542
"X703",0.167671888230313
"X704",0.168611134631668
"X705",0.167769083969466
"X706",0.168574936494496
"X707",0.168715707027942
"X708",0.169037891617274
"X709",0.167725847457627
"X710",0.170891101694915
"X711",0.167007627118644
"X712",0.168981810490694
"X713",0.168375423728814
"X714",0.169813559322034
"X715",0.167973661852167
"X716",0.16888717188823
"X717",0.168387573964497
"X718",0.16920600676819
"X719",0.168562023708721
"X720",0.166405296610169
"X721",0.169164267569856
"X722",0.167359652836579
"X723",0.168378813559322
"X724",0.167619178662151
"X725",0.166250634517767
"X726",0.168339602704987
"X727",0.166604784081287
"X728",0.168857747671465
"X729",0.170504893617021
"X730",0.167374893797791
"X731",0.166723773265651
"X732",0.166250423370025
"X733",0.168649915182358
"X734",0.169657234042553
"X735",0.167451059322034
"X736",0.167113771186441
"X737",0.166692487266553
"X738",0.166277730736664
"X739",0.168939618644068
"X740",0.167542125317528
"X741",0.168374047417443
"X742",0.167251906779661
"X743",0.167790186125212
"X744",0.168063559322034
"X745",0.168957451312447
"X746",0.166801526717557
"X747",0.169416313559322
"X748",0.164831281833616
"X749",0.167558623619371
"X750",0.167372033898305
"X751",0.171787076271186
"X752",0.169415394402036
"X753",0.166479431721798
"X754",0.167397967823878
"X755",0.166822580645161
"X756",0.168230101608806
"X757",0.166123726655348
"X758",0.168161303979678
"X759",0.167206032285472
"X760",0.166261219305673
"X761",0.167218882303133
"X762",0.168204064352244
"X763",0.167552330508475
"X764",0.167466977138019
"X765",0.166877230246389
"X766",0.16480076142132
"X767",0.169164261460102
"X768",0.167761854360711
"X769",0.168008255715495
"X770",0.167055884843353
"X771",0.16987383573243
"X772",0.166795338983051
"X773",0.165431779661017
"X774",0.164047709923664
"X775",0.170334465195246
"X776",0.166907972858355
"X777",0.169246613039797
"X778",0.166331424936387
"X779",0.169644247038917
"X780",0.169122147083686
"X781",0.166540397631134
"X782",0.167989415749365
"X783",0.169245114698386
"X784",0.166505296610169
"X785",0.168807952622673
"X786",0.168029661016949
"X787",0.167062870448772
"X788",0.169241086587436
"X789",0.168730017006803
"X790",0.167616525423729
"X791",0.16730800169348
"X792",0.169777519051651
"X793",0.16849406779661
"X794",0.168042125317528
"X795",0.168021555367709
"X796",0.165895762711864
"X797",0.169430296610169
"X798",0.16702525466893
"X799",0.17105567315834
"X800",0.170037923728814
"X801",0.170013347457627
"X802",0.169229466553768
"X803",0.165029661016949
"X804",0.16708700254022
"X805",0.167903389830508
"X806",0.165567950889077
"X807",0.165759737510584
"X808",0.169007640067912
"X809",0.165963316369805
"X810",0.170137267343486
"X811",0.167675126903553
"X812",0.168042020373514
"X813",0.169591256366723
"X814",0.166728813559322
"X815",0.167127966101695
"X816",0.168808898305085
"X817",0.168630609652837
"X818",0.16798259762309
"X819",0.167641009329941
"X820",0.165973350253807
"X821",0.169598221845893
"X822",0.1658549957663
"X823",0.168593564775614
"X824",0.166406488549618
"X825",0.168214225232854
"X826",0.167947546531303
"X827",0.166790500424088
"X828",0.169995539507222
"X829",0.16954304495335
"X830",0.167054449152542
"X831",0.16720593220339
"X832",0.166636884550085
"X833",0.167450551782683
"X834",0.16747099915326
"X835",0.165569915254237
"X836",0.167309433164129
"X837",0.170751693480102
"X838",0.168783022861981
"X839",0.167263559322034
"X840",0.170862383375742
"X841",0.166303692699491
"X842",0.168013570822731
"X843",0.165992572156197
"X844",0.169039261460102
"X845",0.166082557154953
"X846",0.166777565733673
"X847",0.167855419136325
"X848",0.168828958509738
"X849",0.167063347457627
"X850",0.168018235793045
"X851",0.168106536502547
"X852",0.166742597292724
"X853",0.167079526226734
"X854",0.167119694397284
"X855",0.167118744698897
"X856",0.167407604078165
"X857",0.166885496183206
"X858",0.170387055837563
"X859",0.167842929720576
"X860",0.168950719120135
"X861",0.168482218458933
"X862",0.165577674023769
"X863",0.167363905325444
"X864",0.168066539115646
"X865",0.165410805084746
"X866",0.169046954314721
"X867",0.166986228813559
"X868",0.167916242578456
"X869",0.168534475465313
"X870",0.169657783417936
"X871",0.167798599320883
"X872",0.169084322033898
"X873",0.171817104149026
"X874",0.166424280879865
"X875",0.167100380388842
"X876",0.166863636363636
"X877",0.166989397794741
"X878",0.167508276740238
"X879",0.168867584745763
"X880",0.169197669491525
"X881",0.168890797285835
"X882",0.166813771186441
"X883",0.167300804403048
"X884",0.165706816257409
"X885",0.170223561759729
"X886",0.167977387996619
"X887",0.168524193548387
"X888",0.167658552074513
"X889",0.169255508474576
"X890",0.167963378492803
"X891",0.17033382726503
"X892",0.165820822731128
"X893",0.166808411214953
"X894",0.169088360237893
"X895",0.167770727580372
"X896",0.168985593220339
"X897",0.167115254237288
"X898",0.16738717188823
"X899",0.166286016949153
"X900",0.168358079526227
"X901",0.169179025423729
"X902",0.16518358714044
"X903",0.168005084745763
"X904",0.166216977138019
"X905",0.164647158608991
"X906",0.16756106870229
"X907",0.168894369178662
"X908",0.16869199830652
"X909",0.168500634517767
"X910",0.166080583756345
"X911",0.165711063829787
"X912",0.166480736663844
"X913",0.168310856658185
"X914",0.169279286926995
"X915",0.169890743871513
"X916",0.166130084745763
"X917",0.168165889830508
"X918",0.168858658743633
"X919",0.167509533898305
"X920",0.167734693877551
"X921",0.167410457239627
"X922",0.166104272419628
"X923",0.167761652542373
"X924",0.168803299492386
"X925",0.168058361629881
"X926",0.169909090909091
"X927",0.168301059322034
"X928",0.167459991532599
"X929",0.168169983065199
"X930",0.165611016949153
"X931",0.167000637213254
"X932",0.166526037256562
"X933",0.167899746192893
"X934",0.166821549534293
"X935",0.166562817258883
"X936",0.169010795935648
"X937",0.170153634826712
"X938",0.169882938187976
"X939",0.167817487266553
"X940",0.169508255715495
"X941",0.1648950042337
"X942",0.167429508890771
"X943",0.1663114927905
"X944",0.16925
"X945",0.166831775700935
"X946",0.168544279661017
"X947",0.167255305602716
"X948",0.166991539763113
"X949",0.168589618644068
"X950",0.169660321489002
"X951",0.169830440304826
"X952",0.167454699407282
"X953",0.168653601694915
"X954",0.16576186440678
"X955",0.167252116850127
"X956",0.168948815566836
"X957",0.16687796108291
"X958",0.166787288135593
"X959",0.167325359864522
"X960",0.167499364944962
"X961",0.168714406779661
"X962",0.167473494486853
"X963",0.167838620981387
"X964",0.169326547921968
"X965",0.165547245762712
"X966",0.170910441426146
"X967",0.167298687552921
"X968",0.165937605752961
"X969",0.170972738799662
"X970",0.169233700254022
"X971",0.168116116751269
"X972",0.166474809483489
"X973",0.165044453852667
"X974",0.16568537414966
"X975",0.166245543293718
"X976",0.168758905852417
"X977",0.170442893401015
"X978",0.169997459779848
"X979",0.167563028764805
"X980",0.170241116751269
"X981",0.169013559322034
"X982",0.167076694915254
"X983",0.168651271186441
"X984",0.167350253807107
"X985",0.170461228813559
"X986",0.166474108658744
"X987",0.166999153259949
"X988",0.167371295512278
"X989",0.169450296108291
"X990",0.167424300254453
"X991",0.170232021996616
"X992",0.165565466101695
"X993",0.171208298052498
"X994",0.168953813559322
"X995",0.167680837563452
"X996",0.167543183742591
"X997",0.168519116397621
"X998",0.167841276595745
"X999",0.167306308213378
"X1000",0.167761642675699
