"","x"
"X406",0.806968700762006
"X407",0.806215733767819
"X408",0.805670474928723
"X409",0.80717394449753
"X410",0.806031796737288
"X411",0.805904414555399
"X412",0.807720509075512
"X413",0.808434393528581
"X414",0.80780096449753
"X415",0.808240484256356
"X416",0.808859897711864
"X417",0.805507149421313
"X418",0.80959758059633
"X419",0.806454176964008
"X420",0.805592187509527
"X421",0.809013053100212
"X422",0.805507657470339
"X423",0.805751760920254
"X424",0.805467926648305
"X425",0.807275962378264
"X426",0.806382629966126
"X427",0.805686820927966
"X428",0.803989176204658
"X429",0.807754909375441
"X430",0.807449772904661
"X431",0.807032782198446
"X432",0.803581009317797
"X433",0.806593483605505
"X434",0.807582952656073
"X435",0.807373980865113
"X436",0.810262544303458
"X437",0.804765456755822
"X438",0.807960406515537
"X439",0.806884593419491
"X440",0.804310827661256
"X441",0.808141911116525
"X442",0.806430633112209
"X443",0.806497849221751
"X444",0.807624521402542
"X445",0.809036325594213
"X446",0.807963798006356
"X447",0.806633532464361
"X448",0.806745769468927
"X449",0.811928732485876
"X450",0.806744286553282
"X451",0.809807308105932
"X452",0.803618625704305
"X453",0.807155199323924
"X454",0.806218228395201
"X455",0.802726032882145
"X456",0.806639326391949
"X457",0.804660481604093
"X458",0.806221999335921
"X459",0.805802599646436
"X460",0.807927467752294
"X461",0.8036842478518
"X462",0.807552591763585
"X463",0.808418389131263
"X464",0.80598284763091
"X465",0.808025286077629
"X466",0.807205203283192
"X467",0.803417585579393
"X468",0.804131047242766
"X469",0.80908669000565
"X470",0.805804318848271
"X471",0.807775475278249
"X472",0.804925960427664
"X473",0.808025325435427
"X474",0.809299144103035
"X475",0.805515828378264
"X476",0.810561101745056
"X477",0.807653523127735
"X478",0.80399682313338
"X479",0.802314874486239
"X480",0.808562612627119
"X481",0.805097873685251
"X482",0.805556000163726
"X483",0.807633366741708
"X484",0.807336060642908
"X485",0.806517270577982
"X486",0.806246728323218
"X487",0.807799549326041
"X488",0.80553094125
"X489",0.806697837726888
"X490",0.807981828953423
"X491",0.808136798397318
"X492",0.80653468399506
"X493",0.804668702923077
"X494",0.80596765265561
"X495",0.806097521858857
"X496",0.806283437588567
"X497",0.806606386254764
"X498",0.807163254199012
"X499",0.80800845786662
"X500",0.805456784992943
"X501",0.805468067738885
"X502",0.806027513625265
"X503",0.807078973554693
"X504",0.808412006872971
"X505",0.807297255028934
"X506",0.808919247808616
"X507",0.805533937141143
"X508",0.80558422567537
"X509",0.806818873653493
"X510",0.806730068828511
"X511",0.807087315396893
"X512",0.807466262057869
"X513",0.804850088387006
"X514",0.803640406115738
"X515",0.807061872201835
"X516",0.810391799690896
"X517",0.803874318464361
"X518",0.805294007604093
"X519",0.807908021017655
"X520",0.809186954793785
"X521",0.805295042381793
"X522",0.809131617390967
"X523",0.807467392960452
"X524",0.807904463845448
"X525",0.809073454683616
"X526",0.807213062962597
"X527",0.805861420887791
"X528",0.807683970731122
"X529",0.810375630112288
"X530",0.806561966298518
"X531",0.807650269254058
"X532",0.807394812997881
"X533",0.806356692476359
"X534",0.806192725840508
"X535",0.808507566273112
"X536",0.804545037056457
"X537",0.806663454476358
"X538",0.806938703106563
"X539",0.807855755862288
"X540",0.807939580555399
"X541",0.80645106410374
"X542",0.806615707510593
"X543",0.803931948888497
"X544",0.806392482774877
"X545",0.806235325683839
"X546",0.806319878851094
"X547",0.806249009854622
"X548",0.806665146820042
"X549",0.806711867566384
"X550",0.807697043728299
"X551",0.806840900705716
"X552",0.807902176474241
"X553",0.807868769801694
"X554",0.807405150158898
"X555",0.804610436107975
"X556",0.808587137262527
"X557",0.807069092264124
"X558",0.805084747252646
"X559",0.806166070518701
"X560",0.807542864157486
"X561",0.806983804699365
"X562",0.806224147916725
"X563",0.807893680103035
"X564",0.804632188461539
"X565",0.806009852083274
"X566",0.807871186191384
"X567",0.808270074574453
"X568",0.803798556967537
"X569",0.809918910111582
"X570",0.80486553861935
"X571",0.806740168370056
"X572",0.806240312990826
"X573",0.805942109372175
"X574",0.801864027632322
"X575",0.806230792249824
"X576",0.807411744923783
"X577",0.805466568179958
"X578",0.805822651877205
"X579",0.807326132919548
"X580",0.805295056814397
"X581",0.804872698542696
"X582",0.80757472515678
"X583",0.809606434333804
"X584",0.805868450969633
"X585",0.805169697887791
"X586",0.804535614387006
"X587",0.805506622125618
"X588",0.807627415033169
"X589",0.806515269575159
"X590",0.804035212199012
"X591",0.805876822227241
"X592",0.804827886350989
"X593",0.808268077954834
"X594",0.808661306814266
"X595",0.804097793709951
"X596",0.807011079081863
"X597",0.805337490227946
"X598",0.807515466714185
"X599",0.805587889320395
"X600",0.807852110097458
"X601",0.807112948147495
"X602",0.806894746858051
"X603",0.806983653750706
"X604",0.80753080749753
"X605",0.804101482032463
"X606",0.809606611719125
"X607",0.808351470941426
"X608",0.809366107467514
"X609",0.80475073888144
"X610",0.805007133658898
"X611",0.806066014196328
"X612",0.805778726595625
"X613",0.803321209014114
"X614",0.805139887458716
"X615",0.804782166314044
"X616",0.808431206936486
"X617",0.805288644905434
"X618",0.808535735465773
"X619",0.807072158570925
"X620",0.805365440199859
"X621",0.806245717137615
"X622",0.804988259685251
"X623",0.806016232011997
"X624",0.80684496607904
"X625",0.804611619213126
"X626",0.808466223646436
"X627",0.808469320846751
"X628",0.809874745305575
"X629",0.80666421999012
"X630",0.80859689306422
"X631",0.807462114435028
"X632",0.80765566438983
"X633",0.809126668090332
"X634",0.804281727904728
"X635",0.808086661736582
"X636",0.806858509510233
"X637",0.805265664141143
"X638",0.808489758130557
"X639",0.80756061689132
"X640",0.809491893918785
"X641",0.8095664948765
"X642",0.809160926889908
"X643",0.806258109727593
"X644",0.808309441168666
"X645",0.807302553859463
"X646",0.804774256017643
"X647",0.806450249795342
"X648",0.807391014958363
"X649",0.807547833040932
"X650",0.804912512258998
"X651",0.805504887805928
"X652",0.806365345937897
"X653",0.80806026310868
"X654",0.807554413444915
"X655",0.807508537840508
"X656",0.80800430046295
"X657",0.806476111685734
"X658",0.802340541554693
"X659",0.806919595648553
"X660",0.805373906563162
"X661",0.808557905226535
"X662",0.807121528238532
"X663",0.805517281799577
"X664",0.807185083625
"X665",0.807197573081863
"X666",0.80554848401482
"X667",0.807234158247001
"X668",0.809627858811574
"X669",0.811628125224418
"X670",0.808089803688779
"X671",0.806355729389555
"X672",0.807267709577276
"X673",0.808907042539167
"X674",0.808253550990826
"X675",0.804203730662668
"X676",0.80717722415678
"X677",0.807178142151023
"X678",0.80738275194072
"X679",0.808226088234298
"X680",0.806625801604093
"X681",0.808626433182203
"X682",0.805622790441073
"X683",0.807161755302047
"X684",0.808280905239944
"X685",0.805730140318278
"X686",0.806725923317572
"X687",0.806821784757062
"X688",0.804890063519407
"X689",0.807310739371912
"X690",0.808210700539873
"X691",0.805354007141849
"X692",0.805269678194072
"X693",0.80587390612844
"X694",0.802596969085392
"X695",0.808655201201835
"X696",0.804491271772054
"X697",0.803850762829922
"X698",0.809578959386733
"X699",0.805136142296401
"X700",0.809826964482004
"X701",0.803134060373324
"X702",0.808880965987297
"X703",0.806610191961186
"X704",0.806229599664785
"X705",0.805244232352858
"X706",0.805346857213126
"X707",0.804362487677488
"X708",0.806881574750176
"X709",0.807505509973888
"X710",0.808655315922371
"X711",0.806667567239944
"X712",0.805011341315455
"X713",0.805010612634439
"X714",0.806394817989414
"X715",0.804537744299224
"X716",0.808620200874382
"X717",0.807609467847458
"X718",0.806901093613267
"X719",0.80896492745801
"X720",0.807811588245589
"X721",0.806764103790402
"X722",0.808563292259704
"X723",0.803976834199718
"X724",0.805459997974594
"X725",0.805912779119972
"X726",0.804089097017643
"X727",0.807761463673253
"X728",0.80356567040367
"X729",0.806779404156669
"X730",0.805720113951306
"X731",0.803259471475653
"X732",0.806726825870057
"X733",0.808007788073394
"X734",0.808603732353107
"X735",0.807905331599859
"X736",0.806138933283898
"X737",0.804319426023289
"X738",0.809270829293785
"X739",0.806963549291461
"X740",0.803230602689485
"X741",0.808962904689266
"X742",0.811727664317572
"X743",0.806152921937897
"X744",0.807699913436133
"X745",0.806878281638673
"X746",0.80688670857163
"X747",0.810191104404375
"X748",0.805198926749471
"X749",0.807633947639124
"X750",0.805413082449541
"X751",0.806141673409315
"X752",0.807502401201129
"X753",0.805925406179958
"X754",0.807204854597742
"X755",0.802854830966831
"X756",0.804861503835568
"X757",0.807457415641496
"X758",0.806439939613973
"X759",0.806400113821454
"X760",0.806579760596045
"X761",0.805275468989414
"X762",0.805655808364855
"X763",0.80455955755187
"X764",0.807416500491884
"X765",0.803619237195483
"X766",0.804793254496824
"X767",0.806559816731122
"X768",0.806475567011291
"X769",0.805452004557516
"X770",0.807553833062809
"X771",0.807178988500353
"X772",0.806064820364855
"X773",0.810721781804378
"X774",0.80743554685674
"X775",0.804237578247001
"X776",0.808544429289344
"X777",0.805526850530699
"X778",0.810991962443503
"X779",0.805160134992943
"X780",0.807178538306987
"X781",0.807197322482004
"X782",0.808789527750706
"X783",0.806956187949153
"X784",0.807422660483416
"X785",0.808570768518362
"X786",0.806045342575159
"X787",0.808408653948483
"X788",0.803764017804517
"X789",0.806734378825688
"X790",0.807542428592802
"X791",0.808655206529287
"X792",0.806372819980946
"X793",0.806305866982357
"X794",0.804860868068503
"X795",0.808646639943543
"X796",0.802889813614679
"X797",0.804274744431898
"X798",0.806969886141243
"X799",0.807530926445307
"X800",0.809798068967537
"X801",0.809358021658433
"X802",0.806818682863797
"X803",0.807117264460127
"X804",0.806597314595625
"X805",0.808140979345801
"X806",0.806299996419195
"X807",0.806340255055752
"X808",0.807319559095272
"X809",0.804971965878617
"X810",0.806631752990826
"X811",0.804901342609739
"X812",0.811160056402258
"X813",0.806531172617502
"X814",0.804583634581215
"X815",0.806622194793225
"X816",0.808081084493644
"X817",0.806808392304869
"X818",0.810650930505999
"X819",0.811601047483757
"X820",0.807839042960452
"X821",0.806351774460127
"X822",0.80700708234887
"X823",0.807330228351447
"X824",0.806911867061397
"X825",0.804970195220889
"X826",0.806306682684545
"X827",0.810504891731828
"X828",0.80507461947387
"X829",0.809495639668313
"X830",0.807028336055752
"X831",0.811907198664785
"X832",0.807535448295695
"X833",0.80476480997036
"X834",0.807442799242938
"X835",0.806731891346507
"X836",0.807035759510939
"X837",0.808862512144672
"X838",0.807380500063514
"X839",0.809024713211009
"X840",0.80873577743331
"X841",0.807891523954834
"X842",0.805757234391673
"X843",0.807447886414961
"X844",0.804906032553987
"X845",0.807913201120677
"X846",0.806048746755822
"X847",0.804691874087571
"X848",0.810305143795342
"X849",0.80903421520904
"X850",0.805026236894848
"X851",0.806075048694425
"X852",0.807406788275935
"X853",0.808017662097389
"X854",0.805439075642908
"X855",0.808027022341567
"X856",0.805877041875794
"X857",0.808129963717008
"X858",0.805397676143966
"X859",0.804003896759351
"X860",0.807385839136203
"X861",0.806334136215949
"X862",0.807763996795342
"X863",0.807003401657728
"X864",0.808382542736062
"X865",0.811607057621736
"X866",0.808154548193366
"X867",0.803439027194778
"X868",0.806346345208186
"X869",0.810718093319689
"X870",0.807483473523305
"X871",0.807032503875794
"X872",0.807739570533522
"X873",0.807500632907551
"X874",0.806301786585744
"X875",0.804195155188426
"X876",0.807898962117855
"X877",0.805854470785462
"X878",0.805715732231475
"X879",0.803603343589273
"X880",0.806951034249118
"X881",0.803633168615385
"X882",0.806138672031051
"X883",0.809765447776994
"X884",0.805368268122089
"X885",0.808663292025424
"X886",0.805103602249294
"X887",0.806256339921665
"X888",0.805286237900494
"X889",0.805047892863091
"X890",0.807093298836864
"X891",0.807755943368384
"X892",0.80543779005928
"X893",0.805363254615385
"X894",0.806400631017643
"X895",0.805318689141143
"X896",0.804873119633028
"X897",0.807224503142555
"X898",0.807086124326041
"X899",0.810738613370501
"X900",0.808698326769774
"X901",0.80503849893084
"X902",0.80681201083204
"X903",0.80784375404446
"X904",0.808088786172195
"X905",0.802236899179958
"X906",0.806039188420607
"X907",0.805689634895554
"X908",0.806651952469633
"X909",0.808053293287227
"X910",0.807268979340155
"X911",0.807625513094566
"X912",0.809042247994354
"X913",0.805230438405367
"X914",0.804765019723359
"X915",0.805980690142555
"X916",0.809363864384887
"X917",0.803780962079746
"X918",0.809854949538461
"X919",0.805473142963983
"X920",0.806374375989414
"X921",0.807458190835568
"X922",0.804884133696542
"X923",0.807911052160311
"X924",0.8065111
"X925",0.806332332051517
"X926",0.806719944494707
"X927",0.804730791555791
"X928",0.805597642479887
"X929",0.806968116266243
"X930",0.805658011741708
"X931",0.805771223194209
"X932",0.802498996608327
"X933",0.80748775553211
"X934",0.805773641062103
"X935",0.805389179472124
"X936",0.807184577131969
"X937",0.804596559545198
"X938",0.805873511580805
"X939",0.807016179155963
"X940",0.805996380140438
"X941",0.805882218303672
"X942",0.80481525186662
"X943",0.807631091345801
"X944",0.805467546597036
"X945",0.805960676316161
"X946",0.809222619098095
"X947",0.807145257562147
"X948",0.809494037358504
"X949",0.80864911383204
"X950",0.806029680810734
"X951",0.803787125038814
"X952",0.807059541126323
"X953",0.809646157253352
"X954",0.807004112068454
"X955",0.806558306652082
"X956",0.805160925
"X957",0.804011797
"X958",0.808752024804379
"X959",0.808797996868737
"X960",0.806311205805791
"X961",0.808094763820042
"X962",0.806330727503176
"X963",0.806697456993649
"X964",0.805964435741708
"X965",0.807596116296401
"X966",0.808317621732534
"X967",0.805531880533522
"X968",0.807377214798023
"X969",0.806703895157375
"X970",0.806624204550141
"X971",0.806756520271893
"X972",0.807214385829922
"X973",0.808347964800988
"X974",0.809056209745763
"X975",0.809255913769231
"X976",0.804699026041637
"X977",0.806487089488356
"X978",0.805688871768525
"X979",0.805584277265349
"X980",0.806179008703599
"X981",0.804128291381087
"X982",0.806609693022583
"X983",0.808827569405787
"X984",0.808223018916725
"X985",0.807227231454481
"X986",0.807338225582216
"X987",0.803303347058574
"X988",0.809976657525759
"X989",0.810277691911017
"X990",0.807351882028955
"X991",0.80832710053178
"X992",0.808319086284404
"X993",0.806461264856034
"X994",0.806413710496119
"X995",0.805355872548342
"X996",0.807465592119972
"X997",0.807033015320395
"X998",0.804886680040226
"X999",0.807013501168785
"X1000",0.806543170872265
