"","colMeans.random_costs..na.rm...TRUE."
"X368",761.06414175951
"X369",757.11640350448
"X370",763.046264876712
"X371",757.494127840279
"X372",759.945654969569
"X373",762.718934559637
"X374",763.204964185165
"X375",758.96458588973
"X376",765.324466553719
"X377",760.190332101437
"X378",757.590901944336
"X379",755.504367712172
"X380",762.695969620076
"X381",760.946899757312
"X382",766.767453179121
"X383",762.346360742646
"X384",754.449427229839
"X385",758.864423604649
"X386",755.494362739603
"X387",760.944176973119
"X388",756.088725620921
"X389",757.790948978106
"X390",758.357894330896
"X391",762.785500218554
"X392",758.673713335588
"X393",767.102541735123
"X394",760.785110085968
"X395",759.251971010017
"X396",761.602746001944
"X397",761.105270098901
"X398",758.690519671978
"X399",757.372472717667
"X400",757.766353095139
"X401",760.967642037489
"X402",760.479702201902
"X403",763.822983284024
"X404",767.36764620448
"X405",756.892418022232
"X406",761.445918107312
"X407",755.397851671175
"X408",755.12635379011
"X409",763.079033704691
"X410",765.382770368385
"X411",767.562313805325
"X412",759.491233001775
"X413",759.64926533339
"X414",758.741848082882
"X415",760.333614576331
"X416",758.722925312299
"X417",765.640254236602
"X418",760.351444130347
"X419",757.011531838208
"X420",756.187737007058
"X421",755.517771219358
"X422",762.361840625444
"X423",757.010883636898
"X424",761.911138128656
"X425",758.839504399704
"X426",756.803651976965
"X427",762.97948282164
"X428",760.048560241124
"X429",760.089920884362
"X430",758.1335680418
"X431",760.513667192519
"X432",753.551527872612
"X433",762.582285371175
"X434",751.53536765262
"X435",755.501627315511
"X436",757.689811292096
"X437",760.735592419569
"X438",760.490760034615
"X439",759.430316497253
"X440",765.581346083052
"X441",753.485710357143
"X442",755.919959073584
"X443",757.002278903719
"X444",763.6933670541
"X445",757.985441549028
"X446",755.196079311623
"X447",758.003464324134
"X448",766.898506538504
"X449",757.912551790871
"X450",758.808004720245
"X451",769.97008566847
"X452",757.113771312975
"X453",762.362652232248
"X454",763.259540793364
"X455",758.026402806678
"X456",756.681283130262
"X457",762.939139822105
"X458",758.776871311834
"X459",764.323339014243
"X460",754.433646408707
"X461",758.607493064624
"X462",755.482642681403
"X463",759.408569488462
"X464",755.679269001141
"X465",758.704228085926
"X466",760.709902290406
"X467",758.221816962468
"X468",763.746569678529
"X469",761.441420560989
"X470",758.469613603339
"X471",754.129880011708
"X472",762.106173186264
"X473",764.859393913905
"X474",756.52813410634
"X475",755.123692951733
"X476",756.286436318343
"X477",761.096787081657
"X478",754.698804884193
"X479",759.92267848787
"X480",758.260429955833
"X481",757.772280287997
"X482",757.953487995604
"X483",757.319903283221
"X484",758.801855154522
"X485",754.184779927726
"X486",761.660723828191
"X487",759.177159908115
"X488",757.836586485418
"X489",763.947092484827
"X490",759.637486903508
"X491",760.013922776374
"X492",763.0847387459
"X493",759.269574307861
"X494",759.15721043656
"X495",756.92061264459
"X496",756.254916269188
"X497",755.945729646069
"X498",761.451038685757
"X499",764.319443826839
"X500",758.136834325317
"X501",755.64545248415
"X502",755.996724622443
"X503",755.076396551944
"X504",759.010912680896
"X505",755.02060728339
"X506",752.870432554142
"X507",759.581892152367
"X508",760.432728999324
"X509",758.83591103284
"X510",761.038748293914
"X511",760.018811933178
"X512",759.329135748732
"X513",758.603325401352
"X514",758.379293373246
"X515",758.742908896872
"X516",757.354164625401
"X517",759.061396498056
"X518",759.399293078233
"X519",757.131688177726
"X520",758.373027140786
"X521",759.264515093702
"X522",757.329759881446
"X523",760.098411265427
"X524",760.294100790406
"X525",759.731636267836
"X526",768.174920643238
"X527",763.538209086348
"X528",757.791374219358
"X529",762.67485649907
"X530",761.383035996661
"X531",757.330975134446
"X532",754.002563321682
"X533",762.43796633246
"X534",761.811187261496
"X535",757.199293872485
"X536",760.964633539011
"X537",760.249217888335
"X538",760.726519260693
"X539",761.693244736813
"X540",761.656159564877
"X541",758.819279845478
"X542",761.302795231234
"X543",756.69510669907
"X544",758.491846698605
"X545",761.686158169273
"X546",759.121196608115
"X547",755.824807964751
"X548",757.241057478276
"X549",756.499598569358
"X550",757.22424578918
"X551",760.378859378233
"X552",763.279346877304
"X553",761.882318383601
"X554",760.166992537024
"X555",759.482850814539
"X556",760.591817056086
"X557",760.624049079079
"X558",755.662853319231
"X559",760.867626121302
"X560",758.062525430304
"X561",762.114281275148
"X562",761.0989973082
"X563",756.631704488208
"X564",763.251870565807
"X565",760.995355821133
"X566",763.037943060947
"X567",757.849885287785
"X568",758.33486266585
"X569",757.95424021809
"X570",763.310838296577
"X571",759.972378451564
"X572",757.999264428529
"X573",757.162313303254
"X574",764.067134551691
"X575",757.52926036082
"X576",763.484624175402
"X577",760.436509318385
"X578",755.140493112849
"X579",759.426211372654
"X580",757.640526136602
"X581",760.985197308749
"X582",756.854997710989
"X583",758.437769622358
"X584",758.716812931657
"X585",758.535316040575
"X586",762.083976175486
"X587",754.337982844336
"X588",763.865426529205
"X589",755.412130929332
"X590",757.756298493322
"X591",759.508709710397
"X592",758.796304750888
"X593",764.486111629079
"X594",766.307821736475
"X595",762.894741040702
"X596",760.192022522781
"X597",754.838444882037
"X598",756.72811461885
"X599",760.621481318259
"X600",761.208231461496
"X601",752.335517036771
"X602",761.391429711877
"X603",755.595613194886
"X604",763.727523294336
"X605",762.328333891336
"X606",763.530244291462
"X607",758.079159910947
"X608",755.316597533981
"X609",755.15266665355
"X610",762.924850125232
"X611",761.371132259721
"X612",758.843638347084
"X613",762.356297494844
"X614",760.101248915131
"X615",760.77736537481
"X616",758.925079345689
"X617",756.828907305537
"X618",761.188764405833
"X619",760.250539159468
"X620",757.17203485634
"X621",759.981646706551
"X622",763.637990993914
"X623",756.274009202071
"X624",755.131004377008
"X625",755.578883639729
"X626",757.741989113229
"X627",758.723094470456
"X628",759.15646825
"X629",760.468219230051
"X630",762.562757246238
"X631",761.78471497798
"X632",756.420614834446
"X633",765.119053898478
"X634",757.80748540579
"X635",759.468784094717
"X636",762.043996468554
"X637",756.853210430896
"X638",760.58961588115
"X639",757.497704488208
"X640",760.702934261792
"X641",762.035362580769
"X642",759.769667595309
"X643",759.312892994844
"X644",755.262009499916
"X645",756.554735466779
"X646",758.664957729036
"X647",764.748673708199
"X648",758.124276316737
"X649",760.276275916779
"X650",762.161067718428
"X651",761.253272980896
"X652",758.518383126289
"X653",760.60689339197
"X654",758.425947040702
"X655",756.002709126035
"X656",757.110367419992
"X657",763.785302416357
"X658",757.127161107988
"X659",758.629946147168
"X660",762.808969563356
"X661",759.65077694645
"X662",760.958952268555
"X663",755.625082233347
"X664",759.922909197549
"X665",755.895576202705
"X666",760.678690120795
"X667",760.526321466991
"X668",757.737369743195
"X669",757.958377555199
"X670",761.944704439983
"X671",756.509270008115
"X672",761.39449012874
"X673",761.520333196365
"X674",754.757923667075
"X675",758.706602109425
"X676",759.740188798943
"X677",761.015265231276
"X678",756.827335732291
"X679",762.298224111834
"X680",760.87918497519
"X681",763.630170111369
"X682",761.7508053806
"X683",761.325476359848
"X684",758.61705956885
"X685",768.071469688166
"X686",762.840816911412
"X687",757.171217394759
"X688",756.465841133178
"X689",753.376943809806
"X690",759.956043400211
"X691",758.043320125275
"X692",754.793030527684
"X693",762.062803389307
"X694",755.339730749493
"X695",758.002477897295
"X696",760.066990749958
"X697",760.389914921809
"X698",762.315539599155
"X699",760.171324400042
"X700",758.136393165046
"X701",758.699446620879
"X702",758.265947230769
"X703",768.65644319142
"X704",756.093893233136
"X705",762.433619858073
"X706",762.712153798056
"X707",756.983958282164
"X708",759.638652927219
"X709",760.121379092646
"X710",759.556666744336
"X711",762.594152802409
"X712",758.013539105579
"X713",758.394654215046
"X714",757.032621106171
"X715",763.308596736898
"X716",760.416221320625
"X717",762.629048622401
"X718",757.119641535418
"X719",758.368242098774
"X720",759.758794737658
"X721",762.21378822481
"X722",765.052542041462
"X723",753.328641685757
"X724",754.591087719315
"X725",762.087797273584
"X726",759.073426234193
"X727",759.713543879586
"X728",757.14015827705
"X729",759.227841626754
"X730",760.794806869823
"X731",759.177287104353
"X732",764.460294411454
"X733",757.817857840786
"X734",763.022545921936
"X735",762.898139274641
"X736",756.401524587828
"X737",754.87910103153
"X738",759.556212166906
"X739",758.433178510566
"X740",758.398881061243
"X741",763.114896273965
"X742",757.399874738462
"X743",761.062752069442
"X744",760.322715176543
"X745",760.455750038419
"X746",760.98539509962
"X747",758.769465617625
"X748",758.152705432798
"X749",761.468343938588
"X750",757.481250100845
"X751",757.122163746027
"X752",757.671237483601
"X753",759.9401909888
"X754",757.164950475824
"X755",759.569092782671
"X756",763.832876775148
"X757",757.193974981276
"X758",758.150167615173
"X759",758.375507976669
"X760",763.192819404776
"X761",759.611998550634
"X762",760.842054644506
"X763",766.18381388191
"X764",760.199548253635
"X765",761.358609564032
"X766",756.216087665427
"X767",760.096728310017
"X768",757.4184846541
"X769",758.434734161961
"X770",758.903825117709
"X771",763.238523935418
"X772",754.723254687616
"X773",762.657682110228
"X774",760.099295463821
"X775",755.246273429079
"X776",761.204660773288
"X777",752.058978620626
"X778",762.115599871344
"X779",754.797168366864
"X780",762.339150257988
"X781",757.505181792519
"X782",753.912922126796
"X783",757.330704930727
"X784",759.667580069019
"X785",760.713944056593
"X786",762.740628572105
"X787",760.650033959975
"X788",757.984247474134
"X789",759.902513400254
"X790",760.167348068681
"X791",761.266488233897
"X792",761.108121582713
"X793",759.771462034996
"X794",763.952094022274
"X795",761.002260199155
"X796",756.488558147718
"X797",766.878651528783
"X798",757.821745658707
"X799",764.534880655621
"X800",761.459598881361
"X801",761.676172096999
"X802",760.187490369865
"X803",754.432531409848
"X804",763.579629216019
"X805",756.154813430896
"X806",755.510975537236
"X807",765.000357758538
"X808",761.363928849535
"X809",758.631861916991
"X810",757.9445078235
"X811",759.079245040321
"X812",760.70717830634
"X813",758.952758338335
"X814",756.204441994379
"X815",758.140960911708
"X816",759.812934854649
"X817",756.342751981488
"X818",754.779559991505
"X819",761.959169654691
"X820",759.145633184446
"X821",760.002244889983
"X822",755.963171143914
"X823",760.886028488166
"X824",755.907582270203
"X825",758.8418698765
"X826",760.497068212003
"X827",755.491709069315
"X828",757.759509176543
"X829",760.434242002325
"X830",758.993992383855
"X831",758.980210862088
"X832",761.326105360186
"X833",756.877464426247
"X834",760.583761572063
"X835",762.317921176543
"X836",754.738049172696
"X837",763.05740843732
"X838",757.801112080093
"X839",761.261461938546
"X840",763.587856050888
"X841",759.396915072147
"X842",761.743067619146
"X843",761.392044798647
"X844",759.055571519484
"X845",755.320994922612
"X846",764.297807712299
"X847",759.672066776669
"X848",759.052275522485
"X849",754.88550637967
"X850",757.890089838293
"X851",760.792632838377
"X852",753.827345084573
"X853",759.239684501479
"X854",757.730034161369
"X855",759.284436326839
"X856",757.92008865541
"X857",759.913049127303
"X858",764.362753950127
"X859",755.91244309497
"X860",762.599446212426
"X861",756.289626223415
"X862",758.188272927008
"X863",762.139748038631
"X864",757.423341206932
"X865",755.347591511877
"X866",761.481948033516
"X867",757.561174031572
"X868",758.910262391843
"X869",755.237613393449
"X870",760.102702250127
"X871",753.960831329882
"X872",760.259254877684
"X873",756.128042214497
"X874",755.385652779713
"X875",761.158487144632
"X876",758.780128838757
"X877",762.1455885306
"X878",753.872980801987
"X879",757.924081005072
"X880",761.658285861919
"X881",755.923909356382
"X882",755.399277357777
"X883",757.895654368216
"X884",757.782212266188
"X885",760.895057878233
"X886",757.267085719527
"X887",760.49082436885
"X888",761.2890012
"X889",760.972311819696
"X890",756.2369563306
"X891",760.523993683009
"X892",757.202564717287
"X893",762.730391772274
"X894",761.133359605156
"X895",757.94336875038
"X896",757.992942312088
"X897",757.615058774598
"X898",760.917599769231
"X899",761.138396744844
"X900",761.518083484277
"X901",759.406639603677
"X902",761.070604591462
"X903",759.91470543563
"X904",757.096946793914
"X905",758.394886331657
"X906",759.818570577726
"X907",762.482745011961
"X908",756.96187982164
"X909",761.229325577261
"X910",759.364004325951
"X911",751.077907064413
"X912",762.079154138461
"X913",760.242659187616
"X914",760.349161000211
"X915",760.549851075486
"X916",757.070020732883
"X917",761.157196015258
"X918",762.214068963694
"X919",758.815756795224
"X920",757.223622748563
"X921",754.739133053973
"X922",755.680479783643
"X923",760.576524735334
"X924",759.51232763377
"X925",758.358874897295
"X926",756.196018741589
"X927",757.410266771555
"X928",760.789307391758
"X929",759.913185968005
"X930",755.872257512891
"X931",757.678933263314
"X932",759.098703943576
"X933",755.617696233686
"X934",760.846382031361
"X935",759.402559245478
"X936",760.338889908622
"X937",758.959437166484
"X938",759.609361395055
"X939",762.443508674472
"X940",761.344190390279
"X941",755.778784097549
"X942",759.869950623331
"X943",762.101566447633
"X944",756.299103522063
"X945",759.32440012891
"X946",760.776462979586
"X947",760.524161153381
"X948",759.414725714539
"X949",757.151506090321
"X950",760.810500663905
"X951",763.398147929121
"X952",757.701606233855
"X953",756.862433149831
"X954",762.772720251226
"X955",761.169489876289
"X956",755.590300779628
"X957",760.622752262341
"X958",767.934843955621
"X959",760.948739846492
"X960",760.098793149155
"X961",753.232302464582
"X962",756.984250160397
"X963",756.342863559383
"X964",759.182310824049
"X965",760.952715772232
"X966",758.944228775232
"X967",761.370882051226
"X968",761.087638653423
"X969",760.217225042265
"X970",756.434716072908
"X971",762.924024809087
"X972",757.539206059679
"X973",756.50420540727
"X974",758.755217193364
"X975",761.025811294928
"X976",763.015585648605
"X977",762.252216044548
"X978",759.443374117244
"X979",762.165875544041
"X980",757.83017537612
"X981",757.481705486686
"X982",760.821886175655
"X983",755.015548849324
"X984",756.608763120837
"X985",760.462726616568
"X986",758.146544526331
"X987",759.327121426712
"X988",760.629953406044
"X989",759.96647133339
"X990",755.268405600719
"X991",758.054024020499
"X992",760.958012779036
"X993",756.550184620625
"X994",759.101546855199
"X995",761.974257816399
"X996",764.772882947591
"X997",754.460053348183
"X998",756.786028987405
"X999",759.48214355224
"X1000",757.854089948901
